# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Nov  5 13:31:29 2024
#
# User preference: *
#
# CONSTRAINT:  order by plntname asc
#
# COLUMN plntname:       Planet Name
# COLUMN centralwavelng: Central Wavelength [microns]
# COLUMN bandwidth:      Band Width [microns]
# COLUMN plntransdep:    Transit Depth [percentage]
# COLUMN plntransdeperr1: Transit Depth Upper Unc. [percentage]
# COLUMN plntransdeperr2: Transit Depth Lower Unc. [percentage]
# COLUMN plntransdeplim: Transit Depth Limit Flag
# COLUMN plnradj:        Planet Radius [Jupiter radii]
# COLUMN plnradjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN plnradjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN plnradjlim:     Planet Radius Limit Flag
# COLUMN plnratror:      Ratio of Planet to Stellar Radius
# COLUMN plnratrorerr1:  Ratio of Planet to Stellar Radius Upper Unc.
# COLUMN plnratrorerr2:  Ratio of Planet to Stellar Radius Lower Unc.
# COLUMN plnratrorlim:   Ratio of Planet to Stellar Radius Limit Flag
# COLUMN plntranmid:     Transit Mid-Point [BJD]
# COLUMN plntranmiderr1: Transit Mid-Point Upper Unc. [BJD]
# COLUMN plntranmiderr2: Transit Mid-Point Lower Unc. [BJD]
# COLUMN plntranmidlim:  Transit Mid-Point Limit Flag
# COLUMN plntranreflink: Reference
# COLUMN facility:       Facility
# COLUMN instrument:     Instrument
#
plntname,centralwavelng,bandwidth,plntransdep,plntransdeperr1,plntransdeperr2,plntransdeplim,plnradj,plnradjerr1,plnradjerr2,plnradjlim,plnratror,plnratrorerr1,plnratrorerr2,plnratrorlim,plntranmid,plntranmiderr1,plntranmiderr2,plntranmidlim,plntranreflink,facility,instrument
HAT-P-18 b,0.7770,,1.817900,0.030700,-0.030700,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.7781,,1.903200,0.024300,-0.024300,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.7792,,1.894900,0.031000,-0.031000,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.7803,,1.910000,0.023000,-0.023000,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.7814,,1.894400,0.030500,-0.030500,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.7826,,1.807700,0.032400,-0.032400,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.7837,,1.857900,0.025600,-0.025600,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.7848,,1.896400,0.030900,-0.030900,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.7859,,1.863400,0.025600,-0.025600,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.7870,,1.875000,0.029600,-0.029600,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.7882,,1.839600,0.025600,-0.025600,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.7893,,1.889500,0.031300,-0.031300,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.7904,,1.885100,0.027200,-0.027200,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.7915,,1.830400,0.032900,-0.032900,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.7927,,1.889400,0.025700,-0.025700,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.7938,,1.888200,0.033600,-0.033600,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.7949,,1.912100,0.026000,-0.026000,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.7961,,1.847000,0.033800,-0.033800,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.7972,,1.873300,0.028300,-0.028300,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.7984,,1.932600,0.034400,-0.034400,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.7995,,1.940500,0.025600,-0.025600,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.8006,,1.872200,0.035600,-0.035600,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.8018,,1.924200,0.034500,-0.034500,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.8029,,1.869500,0.027700,-0.027700,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.8041,,1.886600,0.034300,-0.034300,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.8052,,1.867000,0.029100,-0.029100,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.8064,,1.862300,0.034700,-0.034700,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.8075,,1.841900,0.030000,-0.030000,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.8087,,1.876300,0.028800,-0.028800,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.8098,,1.895100,0.036700,-0.036700,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.8110,,1.876400,0.030500,-0.030500,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.8122,,1.889700,0.036900,-0.036900,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.8133,,1.885200,0.029400,-0.029400,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.8145,,1.908900,0.038000,-0.038000,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.8156,,1.869200,0.030300,-0.030300,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.8168,,1.937000,0.037400,-0.037400,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.8180,,1.890600,0.030700,-0.030700,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.8191,,1.911200,0.036500,-0.036500,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.8203,,1.889600,0.030500,-0.030500,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.8215,,1.856000,0.038900,-0.038900,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.8227,,1.877000,0.032200,-0.032200,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.8238,,1.900700,0.038400,-0.038400,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.8250,,1.879800,0.032300,-0.032300,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.8262,,1.885800,0.039000,-0.039000,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.8274,,1.879100,0.032400,-0.032400,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.8285,,1.909100,0.030600,-0.030600,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.8297,,1.838800,0.039300,-0.039300,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.8309,,1.883800,0.032600,-0.032600,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.8321,,1.844100,0.038900,-0.038900,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.8333,,1.907800,0.034600,-0.034600,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.8345,,1.844200,0.040300,-0.040300,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.8357,,1.811500,0.034600,-0.034600,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.8369,,1.828200,0.042100,-0.042100,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.8381,,1.851500,0.035100,-0.035100,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.8393,,1.893300,0.035100,-0.035100,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.8405,,1.875800,0.043900,-0.043900,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.8417,,1.970600,0.034800,-0.034800,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.8429,,1.932000,0.042600,-0.042600,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.8441,,1.905500,0.036300,-0.036300,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.8453,,1.856100,0.036400,-0.036400,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.8465,,1.908500,0.046900,-0.046900,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.8477,,1.947600,0.035700,-0.035700,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.8489,,1.947600,0.043300,-0.043300,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.8501,,1.867200,0.037600,-0.037600,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.8513,,1.898300,0.035600,-0.035600,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.8525,,1.907300,0.049000,-0.049000,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
HAT-P-18 b,0.8538,,1.818700,0.039600,-0.039600,0,,,,,,,,,2459743.853395,0.000023,-0.000023,0,<a refstr=FU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221113761F/abstract target=ref>Fu et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
