# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Nov  5 13:31:29 2024
#
# User preference: *
#
# CONSTRAINT:  order by plntname asc
#
# COLUMN plntname:       Planet Name
# COLUMN centralwavelng: Central Wavelength [microns]
# COLUMN bandwidth:      Band Width [microns]
# COLUMN plntransdep:    Transit Depth [percentage]
# COLUMN plntransdeperr1: Transit Depth Upper Unc. [percentage]
# COLUMN plntransdeperr2: Transit Depth Lower Unc. [percentage]
# COLUMN plntransdeplim: Transit Depth Limit Flag
# COLUMN plnradj:        Planet Radius [Jupiter radii]
# COLUMN plnradjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN plnradjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN plnradjlim:     Planet Radius Limit Flag
# COLUMN plnratror:      Ratio of Planet to Stellar Radius
# COLUMN plnratrorerr1:  Ratio of Planet to Stellar Radius Upper Unc.
# COLUMN plnratrorerr2:  Ratio of Planet to Stellar Radius Lower Unc.
# COLUMN plnratrorlim:   Ratio of Planet to Stellar Radius Limit Flag
# COLUMN plntranmid:     Transit Mid-Point [BJD]
# COLUMN plntranmiderr1: Transit Mid-Point Upper Unc. [BJD]
# COLUMN plntranmiderr2: Transit Mid-Point Lower Unc. [BJD]
# COLUMN plntranmidlim:  Transit Mid-Point Limit Flag
# COLUMN plntranreflink: Reference
# COLUMN facility:       Facility
# COLUMN instrument:     Instrument
#
plntname,centralwavelng,bandwidth,plntransdep,plntransdeperr1,plntransdeperr2,plntransdeplim,plnradj,plnradjerr1,plnradjerr2,plnradjlim,plnratror,plnratrorerr1,plnratrorerr2,plnratrorlim,plntranmid,plntranmiderr1,plntranmiderr2,plntranmidlim,plntranreflink,facility,instrument
HAT-P-41 b,0.4950,,1.043700,0.012100,-0.012100,0,,,,,,,,,,,,,<a refstr=WAKEFORD_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..204W/abstract target=ref>Wakeford et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
HAT-P-41 b,0.5050,,1.033630,0.012740,-0.012740,0,,,,,,,,,,,,,<a refstr=WAKEFORD_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..204W/abstract target=ref>Wakeford et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
HAT-P-41 b,0.5150,,1.066720,0.011220,-0.011220,0,,,,,,,,,,,,,<a refstr=WAKEFORD_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..204W/abstract target=ref>Wakeford et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
HAT-P-41 b,0.5250,,1.024090,0.012150,-0.012150,0,,,,,,,,,,,,,<a refstr=WAKEFORD_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..204W/abstract target=ref>Wakeford et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
HAT-P-41 b,0.5350,,1.032260,0.008230,-0.008230,0,,,,,,,,,,,,,<a refstr=WAKEFORD_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..204W/abstract target=ref>Wakeford et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
HAT-P-41 b,0.5450,,1.053470,0.011050,-0.011050,0,,,,,,,,,,,,,<a refstr=WAKEFORD_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..204W/abstract target=ref>Wakeford et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
HAT-P-41 b,0.5550,,1.048290,0.011320,-0.011320,0,,,,,,,,,,,,,<a refstr=WAKEFORD_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..204W/abstract target=ref>Wakeford et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
HAT-P-41 b,0.5650,,1.046830,0.016660,-0.016660,0,,,,,,,,,,,,,<a refstr=WAKEFORD_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..204W/abstract target=ref>Wakeford et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
HAT-P-41 b,0.5750,,1.035090,0.014780,-0.014780,0,,,,,,,,,,,,,<a refstr=WAKEFORD_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..204W/abstract target=ref>Wakeford et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
HAT-P-41 b,0.5850,,1.073810,0.015390,-0.015390,0,,,,,,,,,,,,,<a refstr=WAKEFORD_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..204W/abstract target=ref>Wakeford et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
HAT-P-41 b,0.5950,,1.046510,0.012030,-0.012030,0,,,,,,,,,,,,,<a refstr=WAKEFORD_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..204W/abstract target=ref>Wakeford et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
HAT-P-41 b,0.6050,,1.041340,0.011890,-0.011890,0,,,,,,,,,,,,,<a refstr=WAKEFORD_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..204W/abstract target=ref>Wakeford et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
HAT-P-41 b,0.6150,,1.037070,0.013480,-0.013480,0,,,,,,,,,,,,,<a refstr=WAKEFORD_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..204W/abstract target=ref>Wakeford et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
HAT-P-41 b,0.6250,,1.014440,0.012520,-0.012520,0,,,,,,,,,,,,,<a refstr=WAKEFORD_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..204W/abstract target=ref>Wakeford et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
HAT-P-41 b,0.6350,,1.016620,0.016580,-0.016580,0,,,,,,,,,,,,,<a refstr=WAKEFORD_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..204W/abstract target=ref>Wakeford et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
HAT-P-41 b,0.6450,,1.029190,0.017240,-0.017240,0,,,,,,,,,,,,,<a refstr=WAKEFORD_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..204W/abstract target=ref>Wakeford et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
HAT-P-41 b,0.6550,,1.067270,0.018470,-0.018470,0,,,,,,,,,,,,,<a refstr=WAKEFORD_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..204W/abstract target=ref>Wakeford et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
HAT-P-41 b,0.6650,,1.002270,0.018460,-0.018460,0,,,,,,,,,,,,,<a refstr=WAKEFORD_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..204W/abstract target=ref>Wakeford et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
HAT-P-41 b,0.6750,,1.030650,0.017820,-0.017820,0,,,,,,,,,,,,,<a refstr=WAKEFORD_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..204W/abstract target=ref>Wakeford et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
HAT-P-41 b,0.6850,,1.010720,0.016010,-0.016010,0,,,,,,,,,,,,,<a refstr=WAKEFORD_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..204W/abstract target=ref>Wakeford et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
HAT-P-41 b,0.6950,,1.014020,0.020430,-0.020430,0,,,,,,,,,,,,,<a refstr=WAKEFORD_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..204W/abstract target=ref>Wakeford et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
HAT-P-41 b,0.7050,,1.074140,0.018380,-0.018380,0,,,,,,,,,,,,,<a refstr=WAKEFORD_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..204W/abstract target=ref>Wakeford et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
HAT-P-41 b,0.7150,,1.032370,0.025390,-0.025390,0,,,,,,,,,,,,,<a refstr=WAKEFORD_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..204W/abstract target=ref>Wakeford et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
HAT-P-41 b,0.7250,,1.042790,0.022150,-0.022150,0,,,,,,,,,,,,,<a refstr=WAKEFORD_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..204W/abstract target=ref>Wakeford et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
HAT-P-41 b,0.7350,,1.027380,0.019730,-0.019730,0,,,,,,,,,,,,,<a refstr=WAKEFORD_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..204W/abstract target=ref>Wakeford et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
HAT-P-41 b,0.7450,,1.042380,0.019270,-0.019270,0,,,,,,,,,,,,,<a refstr=WAKEFORD_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..204W/abstract target=ref>Wakeford et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
HAT-P-41 b,0.7550,,1.047710,0.023980,-0.023980,0,,,,,,,,,,,,,<a refstr=WAKEFORD_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..204W/abstract target=ref>Wakeford et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
HAT-P-41 b,0.7650,,1.061490,0.018340,-0.018340,0,,,,,,,,,,,,,<a refstr=WAKEFORD_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..204W/abstract target=ref>Wakeford et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
HAT-P-41 b,0.7750,,1.057510,0.020140,-0.020140,0,,,,,,,,,,,,,<a refstr=WAKEFORD_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..204W/abstract target=ref>Wakeford et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
HAT-P-41 b,0.7850,,1.108460,0.023070,-0.023070,0,,,,,,,,,,,,,<a refstr=WAKEFORD_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..204W/abstract target=ref>Wakeford et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
HAT-P-7 b,3.6000,,,,,,1.491,0.061,-0.061,0,0.07930,0.00150,-0.00120,0,2455419.557430,0.000540,-0.000700,0,<a refstr=WONG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...823..122W/abstract target=ref>Wong et al. 2016</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
HAT-P-7 b,4.5000,,,,,,1.491,0.061,-0.061,0,0.07769,0.00076,-0.00080,0,2455430.582030,0.000400,-0.000470,0,<a refstr=WONG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...823..122W/abstract target=ref>Wong et al. 2016</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
HD 189733 b,3.6000,0.4000,,,,,,,,,0.15566,0.00011,-0.00024,0,2454430.310594,0.000170,-0.000170,0,<a refstr=D_EACUTE_SERT_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...526A..12D/abstract target=ref> Desert et al. 2011</a>,Spitzer Space Telescope satellite,Infrared Array camera (IRAC)
HD 189733 b,0.3300,0.0400,,,,,,,,,0.15866,0.00043,-0.00043,0,2455155.124900,,,0,<a refstr=PONT_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.432.2917P/abstract target=ref>Pont et al. 2013</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
HD 189733 b,0.3300,0.0400,,,,,,,,,0.15734,0.00051,-0.00051,0,2455334.809770,,,0,<a refstr=PONT_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.432.2917P/abstract target=ref>Pont et al. 2013</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
HD 189733 b,0.3950,0.0250,,,,,,,,,0.15762,0.00020,-0.00020,0,2455155.124900,,,0,<a refstr=PONT_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.432.2917P/abstract target=ref>Pont et al. 2013</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
HD 189733 b,0.3950,0.0250,,,,,,,,,0.15732,0.00026,-0.00026,0,2455334.809770,,,0,<a refstr=PONT_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.432.2917P/abstract target=ref>Pont et al. 2013</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
HD 189733 b,0.4450,0.0250,,,,,,,,,0.15701,0.00024,-0.00024,0,2455155.124900,,,0,<a refstr=PONT_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.432.2917P/abstract target=ref>Pont et al. 2013</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
HD 189733 b,0.4450,0.0250,,,,,,,,,0.15728,0.00018,-0.00018,0,2455334.809770,,,0,<a refstr=PONT_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.432.2917P/abstract target=ref>Pont et al. 2013</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
HD 189733 b,0.4950,0.0250,,,,,,,,,0.15669,0.00023,-0.00023,0,2455155.124900,,,0,<a refstr=PONT_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.432.2917P/abstract target=ref>Pont et al. 2013</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
HD 189733 b,0.4950,0.0250,,,,,,,,,0.15706,0.00015,-0.00015,0,2455334.809770,,,0,<a refstr=PONT_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.432.2917P/abstract target=ref>Pont et al. 2013</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
HD 189733 b,0.5450,0.0250,,,,,,,,,0.15654,0.00023,-0.00023,0,2455155.124900,,,0,<a refstr=PONT_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.432.2917P/abstract target=ref>Pont et al. 2013</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
HD 189733 b,0.5450,0.0250,,,,,,,,,0.15672,0.00016,-0.00016,0,2455334.809770,,,0,<a refstr=PONT_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.432.2917P/abstract target=ref>Pont et al. 2013</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
HD 189733 b,0.5750,0.0250,,,,,,,,,0.15644,0.00014,-0.00014,0,2453877.208960,,,0,<a refstr=PONT_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.432.2917P/abstract target=ref>Pont et al. 2013</a>,Hubble Space Telescope satellite,Advanced Camera for Surveys
HD 189733 b,0.5865,0.0057,,,,,,,,,0.15638,0.00027,-0.00027,0,2455148.468210,,,0,<a refstr=PONT_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.432.2917P/abstract target=ref>Pont et al. 2013</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
HD 189733 b,0.5895,0.0011,,,,,,,,,0.15703,0.00011,-0.00011,0,2455148.468210,,,0,<a refstr=PONT_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.432.2917P/abstract target=ref>Pont et al. 2013</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
HD 189733 b,0.5980,0.0057,,,,,,,,,0.15631,0.00022,-0.00022,0,2455148.468210,,,0,<a refstr=PONT_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.432.2917P/abstract target=ref>Pont et al. 2013</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
HD 189733 b,0.6095,0.0055,,,,,,,,,0.15617,0.00036,-0.00036,0,2455148.468210,,,0,<a refstr=PONT_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.432.2917P/abstract target=ref>Pont et al. 2013</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
HD 189733 b,0.6207,0.0057,,,,,,,,,0.15600,0.00027,-0.00027,0,2455148.468210,,,0,<a refstr=PONT_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.432.2917P/abstract target=ref>Pont et al. 2013</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
HD 189733 b,0.6321,0.0057,,,,,,,,,0.15611,0.00019,-0.00019,0,2455148.468210,,,0,<a refstr=PONT_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.432.2917P/abstract target=ref>Pont et al. 2013</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
HD 189733 b,0.6250,0.0250,,,,,,,,,0.15610,0.00012,-0.00012,0,2453877.208960,,,0,<a refstr=PONT_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.432.2917P/abstract target=ref>Pont et al. 2013</a>,Hubble Space Telescope satellite,Advanced Camera for Surveys
HD 189733 b,0.6750,0.0250,,,,,,,,,0.15585,0.00011,-0.00011,0,2453877.208960,,,0,<a refstr=PONT_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.432.2917P/abstract target=ref>Pont et al. 2013</a>,Hubble Space Telescope satellite,Advanced Camera for Surveys
HD 189733 b,0.7250,0.0250,,,,,,,,,0.15572,0.00011,-0.00011,0,2453877.208960,,,0,<a refstr=PONT_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.432.2917P/abstract target=ref>Pont et al. 2013</a>,Hubble Space Telescope satellite,Advanced Camera for Surveys
HD 189733 b,0.7750,0.0250,,,,,,,,,0.15586,0.00012,-0.00012,0,2453877.208960,,,0,<a refstr=PONT_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.432.2917P/abstract target=ref>Pont et al. 2013</a>,Hubble Space Telescope satellite,Advanced Camera for Surveys
HD 189733 b,0.8250,0.0250,,,,,,,,,0.15552,0.00012,-0.00012,0,2453877.208960,,,0,<a refstr=PONT_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.432.2917P/abstract target=ref>Pont et al. 2013</a>,Hubble Space Telescope satellite,Advanced Camera for Surveys
HD 189733 b,0.8750,0.0250,,,,,,,,,0.15553,0.00013,-0.00013,0,2453877.208960,,,0,<a refstr=PONT_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.432.2917P/abstract target=ref>Pont et al. 2013</a>,Hubble Space Telescope satellite,Advanced Camera for Surveys
HD 189733 b,0.9250,0.0250,,,,,,,,,0.15546,0.00013,-0.00013,0,2453877.208960,,,0,<a refstr=PONT_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.432.2917P/abstract target=ref>Pont et al. 2013</a>,Hubble Space Telescope satellite,Advanced Camera for Surveys
HD 189733 b,0.9750,0.0250,,,,,,,,,0.15552,0.00016,-0.00016,0,2453877.208960,,,0,<a refstr=PONT_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.432.2917P/abstract target=ref>Pont et al. 2013</a>,Hubble Space Telescope satellite,Advanced Camera for Surveys
HD 189733 b,1.0250,0.0250,,,,,,,,,0.15496,0.00024,-0.00024,0,2453877.208960,,,0,<a refstr=PONT_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.432.2917P/abstract target=ref>Pont et al. 2013</a>,Hubble Space Telescope satellite,Advanced Camera for Surveys
HD 189733 b,1.1050,0.0230,,,,,,,,,0.15671,0.00084,-0.00084,0,2455510.098300,,,0,<a refstr=PONT_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.432.2917P/abstract target=ref>Pont et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
HD 189733 b,1.1335,0.0345,,,,,,,,,0.15549,0.00089,-0.00089,0,2455443.523700,,,0,<a refstr=PONT_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.432.2917P/abstract target=ref>Pont et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
HD 189733 b,1.4920,0.0285,,,,,,,,,0.15335,0.00129,-0.00129,0,2454219.981780,,,0,<a refstr=PONT_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.432.2917P/abstract target=ref>Pont et al. 2013</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer
HD 189733 b,1.5500,0.0285,,,,,,,,,0.15330,0.00088,-0.00088,0,2454219.981780,,,0,<a refstr=PONT_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.432.2917P/abstract target=ref>Pont et al. 2013</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer
HD 189733 b,1.5925,0.0785,,,,,,,,,0.15608,0.00055,-0.00055,0,2455510.098300,,,0,<a refstr=PONT_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.432.2917P/abstract target=ref>Pont et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
HD 189733 b,1.6070,0.0860,,,,,,,,,0.15543,0.00082,-0.00082,0,2455443.523700,,,0,<a refstr=PONT_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.432.2917P/abstract target=ref>Pont et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
HD 189733 b,1.6070,0.0285,,,,,,,,,0.15241,0.00078,-0.00078,0,2454219.981780,,,0,<a refstr=PONT_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.432.2917P/abstract target=ref>Pont et al. 2013</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer
HD 189733 b,1.6580,0.0090,,,,,,,,,0.15516,0.00056,-0.00056,0,2454589.368940,,,0,<a refstr=PONT_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.432.2917P/abstract target=ref>Pont et al. 2013</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer
HD 189733 b,1.6580,0.0090,,,,,,,,,0.15582,0.00080,-0.00080,0,2454611.606560,,,0,<a refstr=PONT_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.432.2917P/abstract target=ref>Pont et al. 2013</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer
HD 189733 b,1.6650,0.0285,,,,,,,,,0.15405,0.00079,-0.00079,0,2454219.981780,,,0,<a refstr=PONT_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.432.2917P/abstract target=ref>Pont et al. 2013</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer
HD 189733 b,1.7220,0.0285,,,,,,,,,0.15424,0.00098,-0.00098,0,2454219.981780,,,0,<a refstr=PONT_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.432.2917P/abstract target=ref>Pont et al. 2013</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer
HD 189733 b,1.7790,0.0285,,,,,,,,,0.15511,0.00068,-0.00068,0,2454219.981780,,,0,<a refstr=PONT_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.432.2917P/abstract target=ref>Pont et al. 2013</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer
HD 189733 b,1.8370,0.0285,,,,,,,,,0.15490,0.00070,-0.00070,0,2454219.981780,,,0,<a refstr=PONT_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.432.2917P/abstract target=ref>Pont et al. 2013</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer
HD 189733 b,1.8740,0.0100,,,,,,,,,0.15459,0.00056,-0.00056,0,2454571.650620,,,0,<a refstr=PONT_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.432.2917P/abstract target=ref>Pont et al. 2013</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer
HD 189733 b,1.8740,0.0100,,,,,,,,,0.15456,0.00048,-0.00048,0,2454689.267210,,,0,<a refstr=PONT_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.432.2917P/abstract target=ref>Pont et al. 2013</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer
HD 189733 b,1.8940,0.0285,,,,,,,,,0.15572,0.00075,-0.00075,0,2454219.981780,,,0,<a refstr=PONT_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.432.2917P/abstract target=ref>Pont et al. 2013</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer
HD 189733 b,1.9510,0.0285,,,,,,,,,0.15525,0.00069,-0.00069,0,2454219.981780,,,0,<a refstr=PONT_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.432.2917P/abstract target=ref>Pont et al. 2013</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer
HD 189733 b,2.0090,0.0285,,,,,,,,,0.15370,0.00058,-0.00058,0,2454219.981780,,,0,<a refstr=PONT_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.432.2917P/abstract target=ref>Pont et al. 2013</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer
HD 189733 b,2.0660,0.0285,,,,,,,,,0.15486,0.00080,-0.00080,0,2454219.981780,,,0,<a refstr=PONT_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.432.2917P/abstract target=ref>Pont et al. 2013</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer
HD 189733 b,2.1240,0.0285,,,,,,,,,0.15395,0.00080,-0.00080,0,2454219.981780,,,0,<a refstr=PONT_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.432.2917P/abstract target=ref>Pont et al. 2013</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer
HD 189733 b,2.1810,0.0285,,,,,,,,,0.15483,0.00068,-0.00068,0,2454219.981780,,,0,<a refstr=PONT_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.432.2917P/abstract target=ref>Pont et al. 2013</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer
HD 189733 b,2.2380,0.0285,,,,,,,,,0.15490,0.00061,-0.00061,0,2454219.981780,,,0,<a refstr=PONT_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.432.2917P/abstract target=ref>Pont et al. 2013</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer
HD 189733 b,2.2960,0.0285,,,,,,,,,0.15491,0.00073,-0.00073,0,2454219.981780,,,0,<a refstr=PONT_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.432.2917P/abstract target=ref>Pont et al. 2013</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer
